# y_plus, uu_plus, vv_plus, minus_uv_plus
5.01396779e+02, 1.07364641e+00, 1.07364641e+00, 4.87064732e-01
5.02932451e+02, 1.06976647e+00, 1.06976647e+00, 4.84451241e-01
5.04468123e+02, 1.06587947e+00, 1.06587947e+00, 4.81835036e-01
5.06003794e+02, 1.06199954e+00, 1.06199954e+00, 4.79894989e-01
5.07539466e+02, 1.05811253e+00, 1.05811253e+00, 4.77950755e-01
5.09075137e+02, 1.05422553e+00, 1.05422553e+00, 4.75325296e-01
5.10610809e+02, 1.05033853e+00, 1.05033853e+00, 4.72701188e-01
5.12146481e+02, 1.04645153e+00, 1.04645153e+00, 4.70750185e-01
5.13682152e+02, 1.04255746e+00, 1.04255746e+00, 4.68795250e-01
5.15217824e+02, 1.03867046e+00, 1.03867046e+00, 4.66166467e-01
5.16753496e+02, 1.03478346e+00, 1.03478346e+00, 4.63531975e-01
5.18289167e+02, 1.03088939e+00, 1.03088939e+00, 4.61571055e-01
5.19824839e+02, 1.02699532e+00, 1.02699532e+00, 4.58939124e-01
5.21360510e+02, 1.02310832e+00, 1.02310832e+00, 4.56301771e-01
5.22896182e+02, 1.01921425e+00, 1.01921425e+00, 4.54335449e-01
5.24431854e+02, 1.01532725e+00, 1.01532725e+00, 4.51701032e-01
5.25967525e+02, 1.01143318e+00, 1.01143318e+00, 4.49065046e-01
5.27503197e+02, 1.00754618e+00, 1.00754618e+00, 4.47093896e-01
5.29038868e+02, 1.00365917e+00, 1.00365917e+00, 4.44457640e-01
5.30574540e+02, 9.99772173e-01, 9.99772173e-01, 4.41820058e-01
5.32110212e+02, 9.95885171e-01, 9.95885171e-01, 4.39844663e-01
5.33645883e+02, 9.91998169e-01, 9.91998169e-01, 4.37207230e-01
5.35181555e+02, 9.88118235e-01, 9.88118235e-01, 4.34572198e-01
5.36717226e+02, 9.84231233e-01, 9.84231233e-01, 4.31936148e-01
5.38252898e+02, 9.80351299e-01, 9.80351299e-01, 4.29958622e-01
5.39788570e+02, 9.76478432e-01, 9.76478432e-01, 4.27323245e-01
5.41324241e+02, 9.72605564e-01, 9.72605564e-01, 4.24690519e-01
5.42859913e+02, 9.68732697e-01, 9.68732697e-01, 4.22713470e-01
