# y_plus, uu_plus, vv_plus, minus_uv_plus
1.09593523e+02, 1.84841210e+00, 1.84841210e+00, 8.56836468e-01
1.11126299e+02, 1.84579442e+00, 1.84579442e+00, 8.55661141e-01
1.12659076e+02, 1.84315545e+00, 1.84315545e+00, 8.54194365e-01
1.14191852e+02, 1.84050939e+00, 1.84050939e+00, 8.53640735e-01
1.15724629e+02, 1.83785624e+00, 1.83785624e+00, 8.52420048e-01
1.17257406e+02, 1.83518180e+00, 1.83518180e+00, 8.50931350e-01
1.18790182e+02, 1.83250736e+00, 1.83250736e+00, 8.49591475e-01
1.20322959e+02, 1.82981874e+00, 1.82981874e+00, 8.48413732e-01
1.21855735e+02, 1.82712302e+00, 1.82712302e+00, 8.47413449e-01
1.23388512e+02, 1.82441311e+00, 1.82441311e+00, 8.46177766e-01
1.24921288e+02, 1.82170320e+00, 1.82170320e+00, 8.44709589e-01
1.26454065e+02, 1.81897911e+00, 1.81897911e+00, 8.43879523e-01
1.27986841e+02, 1.81625501e+00, 1.81625501e+00, 8.42835431e-01
1.29519618e+02, 1.81351673e+00, 1.81351673e+00, 8.41140271e-01
1.31052394e+02, 1.81077135e+00, 1.81077135e+00, 8.40117957e-01
1.32585171e+02, 1.80802597e+00, 1.80802597e+00, 8.38896408e-01
1.34117948e+02, 1.80526641e+00, 1.80526641e+00, 8.37930597e-01
1.35650724e+02, 1.80250684e+00, 1.80250684e+00, 8.36776303e-01
1.37183501e+02, 1.79974018e+00, 1.79974018e+00, 8.34972971e-01
1.38716277e+02, 1.79696643e+00, 1.79696643e+00, 8.33907173e-01
1.40249054e+02, 1.79419268e+00, 1.79419268e+00, 8.33133390e-01
1.41781830e+02, 1.79141183e+00, 1.79141183e+00, 8.32192805e-01
1.43314607e+02, 1.78862389e+00, 1.78862389e+00, 8.30609771e-01
1.44847383e+02, 1.78582885e+00, 1.78582885e+00, 8.29333913e-01
1.46380160e+02, 1.78303382e+00, 1.78303382e+00, 8.28378447e-01
1.47912936e+02, 1.78023169e+00, 1.78023169e+00, 8.26781659e-01
1.49445713e+02, 1.77742956e+00, 1.77742956e+00, 8.25514989e-01
1.50978490e+02, 1.77462034e+00, 1.77462034e+00, 8.24590397e-01
1.52511266e+02, 1.77181111e+00, 1.77181111e+00, 8.23522085e-01
1.54044043e+02, 1.76899480e+00, 1.76899480e+00, 8.22311169e-01
1.55576819e+02, 1.76617139e+00, 1.76617139e+00, 8.20958768e-01
1.57109596e+02, 1.76334797e+00, 1.76334797e+00, 8.19974895e-01
1.58642372e+02, 1.76052456e+00, 1.76052456e+00, 8.18858612e-01
1.60175149e+02, 1.75769406e+00, 1.75769406e+00, 8.17096088e-01
1.61707925e+02, 1.75485646e+00, 1.75485646e+00, 8.15716397e-01
1.63240702e+02, 1.75201886e+00, 1.75201886e+00, 8.15250594e-01
1.64773478e+02, 1.74918126e+00, 1.74918126e+00, 8.14145730e-01
